CustomerID,SalesPersonID,SaleDate
929,35,4/15/2024
370,28,8/18/2023
393,11,8/25/2023
643,23,7/19/2023
462,49,6/14/2023
1027,38,2/10/2023
570,20,9/22/2022
1067,24,5/26/2022
1277,21,6/13/2022
1402,22,2/26/2024
1126,47,11/18/2022
905,42,11/27/2023
413,26,12/5/2024
740,26,3/13/2022
784,45,12/8/2022
253,28,5/25/2023
285,24,12/9/2022
33,50,2/9/2024
154,27,8/19/2022
516,31,12/15/2024
290,35,1/20/2024
1360,33,11/21/2023
791,11,4/28/2024
1394,25,4/4/2022
845,38,7/7/2023
643,5,7/13/2024
423,15,9/22/2024
1415,22,4/1/2023
208,15,12/12/2024
124,42,11/13/2024
830,30,1/15/2022
1016,27,9/19/2022
1414,40,4/25/2024
315,30,1/20/2023
378,30,8/21/2022
166,22,2/9/2022
367,11,6/17/2022
332,33,4/27/2023
214,15,9/19/2024
129,2,9/17/2023
23,45,7/29/2024
590,40,7/9/2024
294,50,6/29/2022
368,23,5/25/2024
661,32,2/19/2024
1139,30,1/4/2022
1040,45,12/6/2023
330,15,4/10/2022
364,7,9/5/2023
1459,49,4/15/2022
995,12,12/10/2024
1219,14,1/6/2022
722,30,4/7/2024
1065,18,9/23/2022
1126,31,8/28/2022
1017,11,12/8/2024
1092,32,12/4/2022
64,46,6/18/2024
315,17,3/12/2022
1341,26,10/4/2022
45,49,6/8/2024
1196,33,6/4/2023
505,31,9/3/2024
625,43,8/18/2024
57,8,12/7/2024
748,43,5/25/2023
1290,29,12/26/2022
545,35,11/22/2023
1128,28,9/27/2023
737,47,5/2/2024
1344,14,1/5/2023
1322,44,8/7/2022
723,26,8/15/2022
1443,7,3/21/2022
851,42,1/27/2024
529,36,10/13/2022
725,48,6/1/2024
343,49,1/5/2024
163,24,8/29/2023
666,31,9/9/2023
1202,20,3/26/2022
633,5,7/4/2022
912,47,9/7/2023
1048,9,6/2/2023
515,40,8/6/2022
585,47,3/10/2022
873,3,1/26/2023
536,2,8/9/2024
642,42,3/14/2024
758,47,8/27/2024
85,9,8/7/2023
876,34,8/3/2024
1001,20,7/4/2024
356,5,11/15/2022
897,27,1/11/2022
1399,40,8/5/2024
1240,22,9/14/2023
1500,25,6/30/2024
740,34,4/12/2022
1318,37,5/8/2023
68,29,7/31/2024
591,50,5/8/2023
1045,9,5/23/2024
1040,16,7/15/2024
556,33,7/3/2023
519,34,12/21/2023
106,3,10/9/2023
1190,8,7/18/2023
1049,6,11/18/2024
1368,13,8/2/2024
1466,21,3/24/2024
675,40,8/19/2023
875,48,10/22/2022
1071,43,4/24/2023
1148,49,11/22/2023
866,5,7/25/2023
634,5,4/15/2022
224,29,11/5/2022
495,18,12/23/2022
1357,17,9/3/2022
147,40,6/14/2022
328,34,9/2/2023
747,12,8/21/2023
716,48,9/8/2022
1320,50,3/29/2022
687,13,5/24/2023
1092,41,3/10/2022
918,7,4/28/2024
1225,17,6/21/2022
138,42,1/14/2023
1242,13,10/30/2023
394,38,8/17/2024
151,31,5/31/2024
1255,3,8/4/2022
316,3,3/28/2024
1091,23,5/24/2023
1110,28,4/29/2022
1378,18,9/27/2022
1115,47,4/30/2022
420,40,4/13/2023
1379,13,7/11/2022
894,22,6/9/2024
1030,21,7/30/2023
112,5,2/21/2024
595,6,8/19/2022
16,26,8/29/2023
1311,23,7/10/2022
1234,4,2/17/2022
938,23,4/26/2023
661,23,4/29/2022
845,15,1/20/2023
1189,44,10/22/2023
1428,47,6/29/2024
278,19,2/22/2022
943,20,7/15/2024
577,6,1/31/2022
137,45,9/7/2023
1184,5,9/27/2024
419,41,11/13/2024
196,27,4/18/2024
1461,8,9/4/2023
157,43,12/31/2023
77,42,1/4/2023
1033,17,1/16/2024
404,5,8/14/2022
1090,37,4/16/2024
954,7,10/8/2024
378,30,7/28/2023
1391,32,7/6/2023
1414,22,11/12/2022
227,47,4/18/2024
780,27,4/15/2023
326,27,10/16/2023
678,12,10/26/2022
215,7,5/2/2022
582,37,10/9/2023
258,19,3/10/2022
1398,36,10/29/2022
937,36,2/6/2023
894,3,8/25/2024
368,43,6/14/2022
903,27,3/13/2022
68,46,7/7/2024
305,18,4/28/2022
115,32,3/25/2022
984,11,7/4/2023
1325,31,10/5/2022
842,43,12/4/2024
1120,40,7/15/2023
356,24,9/7/2023
1130,34,1/21/2024
1272,19,4/27/2022
988,44,7/21/2024
158,39,5/26/2022
121,12,6/30/2024
1357,20,4/17/2022
446,4,12/2/2022
252,22,5/6/2024
223,12,3/6/2023
352,12,7/11/2024
1067,2,12/2/2023
146,50,1/30/2022
705,3,1/3/2024
113,21,2/20/2022
760,14,4/29/2022
1245,14,9/26/2023
1163,30,12/4/2024
1156,5,6/18/2023
1236,32,5/3/2024
1434,14,12/16/2024
1213,12,6/16/2022
859,10,4/3/2022
1346,40,4/5/2023
1176,22,10/2/2022
505,44,12/22/2024
341,9,6/12/2024
796,17,11/9/2022
73,14,2/18/2023
1394,26,8/4/2022
961,5,12/6/2022
798,3,9/29/2024
1367,35,7/25/2024
1466,3,9/29/2023
513,26,1/14/2023
1436,11,10/11/2024
1069,17,2/19/2023
827,7,10/10/2022
516,30,8/16/2024
751,37,1/6/2022
1094,23,6/5/2024
1479,4,4/25/2023
876,34,12/18/2023
766,33,10/25/2022
1400,23,4/20/2023
971,33,1/28/2022
600,19,10/27/2023
617,5,6/17/2022
1311,22,11/29/2024
580,5,6/7/2023
519,1,1/9/2022
87,32,10/31/2024
1345,46,8/10/2023
1067,23,1/11/2024
74,5,3/4/2023
735,4,12/5/2022
307,1,1/23/2024
1364,29,11/25/2023
253,33,6/1/2024
1369,8,8/5/2023
943,38,9/18/2022
999,33,2/26/2024
315,9,3/30/2024
1079,26,11/13/2023
825,42,4/23/2023
1191,1,11/24/2023
1140,29,6/3/2024
1347,9,9/16/2024
261,45,8/31/2024
997,28,6/15/2023
158,10,3/20/2022
985,48,8/12/2024
251,1,8/15/2022
529,15,1/14/2024
1479,35,3/16/2024
5,2,8/12/2023
449,9,12/25/2022
1321,38,3/25/2023
1492,14,2/24/2024
976,19,2/15/2024
343,11,10/9/2023
910,2,9/17/2024
83,49,6/13/2024
624,48,3/17/2024
493,43,7/13/2024
1330,18,6/7/2022
964,29,5/9/2023
918,5,5/23/2023
890,12,11/19/2023
803,48,9/11/2024
404,47,1/28/2023
1403,7,7/26/2022
563,30,4/13/2022
911,49,4/3/2023
958,30,1/17/2023
613,12,11/30/2023
1478,6,5/22/2023
558,31,11/13/2023
1083,40,3/22/2024
512,17,3/12/2023
530,32,5/3/2022
1025,34,8/24/2022
204,32,1/29/2023
923,31,1/12/2023
1041,47,11/22/2024
1119,2,8/19/2022
1484,45,5/20/2023
702,21,4/17/2024
653,5,3/10/2023
746,1,7/24/2023
196,37,9/11/2022
132,36,6/9/2022
16,3,3/18/2023
476,13,1/29/2022
173,50,4/28/2024
1379,16,4/12/2023
156,36,3/21/2023
1150,19,6/4/2022
798,7,2/8/2024
1288,44,5/13/2023
939,36,1/3/2023
1393,45,8/16/2022
1447,50,8/2/2022
616,15,5/15/2023
783,7,11/24/2022
306,24,5/25/2022
90,25,1/3/2023
518,7,10/12/2023
1414,37,2/14/2024
789,6,9/16/2024
148,34,11/13/2024
1201,43,3/26/2022
938,28,4/20/2024
127,38,7/4/2024
917,20,4/18/2024
1386,12,11/27/2024
1126,14,11/9/2022
1397,48,7/26/2023
245,45,2/12/2024
421,39,6/23/2024
447,16,4/14/2024
389,21,7/16/2023
50,22,11/5/2024
123,1,12/15/2024
1280,41,9/19/2022
140,32,1/20/2023
611,19,3/10/2024
1221,3,1/21/2023
827,7,6/25/2023
369,18,7/3/2022
518,38,12/10/2022
1028,20,4/26/2023
1443,38,1/9/2024
46,30,9/27/2023
220,36,11/16/2022
94,50,2/17/2023
464,8,5/21/2022
736,35,5/13/2023
79,26,8/2/2023
77,35,1/26/2023
1048,37,8/26/2022
686,41,10/11/2024
1283,21,7/25/2022
1077,13,3/7/2024
58,18,9/16/2024
692,31,5/9/2024
474,25,11/16/2024
1408,15,1/12/2024
130,21,8/19/2024
184,41,7/25/2024
1153,39,6/5/2023
858,41,10/25/2022
1364,36,4/6/2024
922,24,5/22/2023
825,20,5/16/2022
459,4,8/27/2022
635,37,3/4/2024
499,17,11/29/2022
652,46,6/6/2024
766,47,1/10/2024
438,38,5/26/2022
902,28,10/4/2022
1411,34,1/31/2023
849,42,5/6/2023
790,10,7/22/2024
567,43,11/14/2023
1329,18,5/30/2023
1336,9,11/30/2023
1488,1,8/12/2023
1284,42,1/16/2023
127,32,5/10/2023
1163,26,11/11/2023
945,34,6/15/2024
470,38,11/6/2024
783,1,11/19/2024
105,7,1/17/2022
1090,49,10/7/2024
1427,28,3/20/2024
1283,19,11/26/2023
53,1,8/6/2024
337,17,8/11/2023
1500,38,7/15/2022
604,48,9/4/2024
1073,28,6/21/2023
829,12,8/3/2022
827,17,11/23/2023
878,29,7/6/2024
722,49,7/19/2023
88,45,6/3/2023
240,49,2/21/2024
1117,27,11/27/2022
332,5,9/21/2022
104,1,8/19/2022
768,9,4/6/2023
562,42,2/24/2023
187,32,12/22/2023
491,10,8/1/2024
534,35,9/26/2023
212,33,8/11/2024
875,3,6/19/2024
706,19,10/7/2024
140,9,2/4/2024
927,32,9/29/2023
576,48,12/4/2022
704,14,12/5/2024
620,7,9/6/2023
665,5,2/8/2024
825,7,12/26/2023
587,44,9/19/2023
673,49,4/22/2023
394,45,8/9/2022
792,18,3/23/2023
847,36,6/9/2022
555,23,10/10/2022
1197,23,3/24/2023
372,26,1/30/2024
600,42,5/6/2023
1313,23,12/9/2022
701,41,8/1/2024
1148,11,4/6/2022
794,5,10/23/2023
862,13,1/2/2024
1330,28,9/11/2022
1058,3,2/15/2023
1169,46,5/6/2024
94,38,4/25/2024
108,8,3/24/2022
140,29,4/19/2022
1215,3,6/9/2023
724,38,3/27/2023
979,15,2/9/2024
1416,37,4/11/2023
1202,12,7/30/2024
904,23,1/10/2022
1220,12,3/22/2022
599,14,6/13/2023
1208,11,2/15/2024
1004,4,7/13/2023
412,33,9/26/2024
1251,50,4/6/2024
1482,8,5/24/2022
1047,33,1/30/2023
653,47,3/13/2023
259,34,3/31/2022
678,47,8/22/2024
205,11,7/7/2023
98,5,9/3/2023
363,37,6/2/2022
85,15,4/7/2023
679,50,7/2/2022
1120,50,4/13/2022
884,24,1/27/2024
181,34,1/14/2022
602,1,11/24/2022
230,39,9/7/2024
109,17,8/9/2024
692,42,4/14/2023
261,5,5/8/2023
21,23,9/11/2024
1270,37,3/28/2023
635,1,9/7/2022
15,38,9/3/2024
543,5,8/30/2023
534,26,4/9/2022
284,2,6/5/2024
1418,20,4/21/2024
930,12,12/8/2024
521,42,9/22/2024
1412,2,2/4/2023
1388,17,10/31/2023
265,22,12/29/2024
20,43,12/22/2024
1431,46,7/18/2023
971,22,3/7/2023
932,25,6/29/2023
1484,25,10/1/2023
1093,11,10/27/2022
1264,27,9/1/2022
569,1,11/23/2024
587,32,1/1/2023
1387,26,6/30/2024
92,17,9/15/2024
1121,31,6/7/2023
986,42,1/28/2022
26,8,3/21/2023
245,40,10/25/2023
1473,27,10/21/2022
700,16,10/26/2022
988,45,2/29/2024
1173,7,2/17/2023
399,3,9/26/2024
488,36,7/4/2024
180,20,8/9/2023
906,9,6/2/2024
477,8,8/30/2023
1429,16,1/1/2025
732,14,4/13/2023
1358,44,11/11/2022
1067,46,11/18/2024
626,16,7/17/2023
955,50,4/23/2023
1213,31,7/3/2022
569,28,11/13/2024
1372,39,5/8/2023
1114,27,9/5/2024
847,10,1/11/2024
1289,48,8/6/2023
53,11,5/4/2022
546,17,6/20/2023
910,23,2/10/2023
414,36,11/7/2024
1104,34,1/11/2023
1190,3,11/28/2024
1193,49,6/15/2023
1086,26,4/16/2024
916,38,5/16/2022
849,24,12/8/2023
1358,30,12/6/2024
227,38,2/10/2023
789,46,3/3/2023
1076,36,6/17/2022
165,3,2/4/2023
1405,45,7/5/2023
1060,39,12/10/2022
1491,9,5/18/2024
530,16,2/13/2023
985,21,8/29/2022
1286,29,12/3/2024
464,50,3/9/2024
30,40,2/3/2024
1029,31,2/14/2024
280,46,2/17/2022
977,6,5/27/2024
1150,36,10/30/2022
46,43,3/1/2023
1410,20,1/20/2022
993,41,11/22/2023
685,23,8/9/2024
1333,5,12/10/2023
706,50,2/24/2023
1468,4,10/20/2022
1403,41,8/4/2022
193,9,5/27/2024
1390,50,1/23/2022
297,22,11/7/2024
167,50,9/17/2024
1108,17,4/15/2023
903,25,7/20/2022
662,49,3/8/2023
1486,15,3/18/2023
981,25,4/24/2024
1222,13,7/9/2022
1423,38,8/12/2024
494,36,8/31/2024
322,12,8/26/2023
443,2,2/13/2024
774,38,8/28/2022
981,22,5/31/2022
566,21,8/13/2024
1441,19,12/19/2024
815,50,9/13/2023
1080,3,9/8/2022
552,33,2/14/2024
1056,40,10/21/2022
320,31,3/27/2022
517,50,1/30/2022
676,27,8/27/2023
553,38,3/24/2023
627,15,7/31/2022
922,43,3/31/2022
514,31,8/23/2023
653,30,1/24/2024
631,42,9/28/2022
206,13,11/25/2024
1308,38,2/17/2024
22,40,7/24/2022
57,25,11/30/2023
1439,26,4/12/2024
706,14,8/1/2024
1233,11,6/25/2023
849,40,5/19/2023
141,15,4/21/2024
848,12,7/27/2023
1327,33,11/22/2022
401,13,11/19/2024
34,27,5/1/2024
1051,33,8/16/2023
1010,48,4/27/2023
1418,17,2/2/2024
24,18,9/13/2022
1286,48,9/19/2022
824,33,11/3/2024
1160,7,1/20/2022
489,28,1/16/2023
1373,27,8/31/2022
1434,5,8/23/2024
639,33,11/14/2023
14,26,2/16/2023
103,34,9/18/2024
1229,49,3/19/2022
364,28,7/17/2023
648,20,2/11/2024
757,41,10/15/2023
271,35,7/5/2024
31,16,12/8/2024
636,42,1/27/2023
1087,40,2/5/2023
333,27,1/4/2024
524,29,3/3/2024
15,38,3/16/2022
1409,47,7/8/2022
274,46,7/2/2024
1084,26,4/10/2024
605,50,7/14/2024
291,39,5/11/2024
618,15,1/13/2023
1448,21,12/13/2023
346,24,2/18/2023
1182,7,10/20/2024
209,4,2/10/2023
1095,43,5/27/2024
1374,5,9/21/2023
174,26,3/13/2024
388,31,9/15/2024
691,20,3/30/2022
262,10,7/21/2023
985,37,11/6/2023
601,9,12/13/2024
400,42,8/29/2022
83,29,8/12/2023
856,8,8/21/2023
1210,44,8/10/2023
480,40,3/22/2024
675,1,9/19/2023
542,1,5/13/2022
1091,27,11/30/2022
864,45,11/5/2024
443,26,12/28/2023
27,47,7/10/2023
40,25,5/12/2022
74,2,4/13/2022
1036,30,10/28/2024
159,37,2/14/2023
826,46,3/18/2022
788,49,12/29/2022
899,30,2/7/2023
278,13,5/2/2023
296,27,3/31/2022
1050,41,12/25/2023
888,30,1/5/2024
218,11,8/1/2024
577,21,7/29/2023
1435,47,3/8/2022
314,23,6/2/2023
515,50,6/4/2023
796,44,6/10/2022
500,14,12/15/2022
1435,43,4/13/2022
294,45,12/4/2023
309,20,12/2/2023
968,43,6/21/2024
733,6,5/17/2022
70,17,11/4/2024
1329,9,6/30/2024
1030,48,9/10/2022
749,1,9/3/2024
788,37,8/24/2022
1020,42,12/18/2023
753,18,3/9/2024
606,18,8/25/2022
292,49,5/14/2022
1162,43,10/8/2022
1181,18,1/1/2022
64,24,3/21/2023
1161,9,3/21/2023
343,39,4/9/2024
440,3,5/28/2022
74,21,3/10/2022
143,28,11/7/2022
1154,25,7/22/2022
957,25,3/15/2024
1439,14,5/21/2023
349,27,9/15/2023
1474,38,5/24/2023
977,25,5/17/2024
493,46,10/6/2022
541,6,9/15/2023
425,41,8/27/2023
722,6,10/29/2023
421,11,5/21/2023
267,32,12/26/2023
868,28,10/9/2022
1360,14,4/1/2022
857,42,9/6/2024
421,42,6/9/2023
482,29,4/9/2022
552,40,11/28/2023
432,24,9/30/2024
1018,10,2/5/2022
669,44,4/23/2024
1342,33,1/19/2024
598,25,7/8/2023
695,45,7/13/2022
665,42,4/28/2024
399,10,12/4/2022
190,4,7/14/2024
873,28,6/9/2024
313,46,1/1/2022
1361,40,4/25/2024
747,31,12/27/2023
551,49,3/4/2022
346,40,4/22/2024
1398,45,4/9/2022
1010,23,7/15/2022
5,23,6/17/2022
799,20,8/27/2023
506,30,6/24/2023
43,32,1/11/2024
893,49,3/25/2023
1209,35,6/16/2024
915,41,5/31/2023
998,20,4/23/2024
735,28,12/26/2024
1434,34,7/20/2022
841,24,3/16/2023
1366,18,5/26/2023
1085,7,10/28/2022
572,31,11/2/2022
1099,3,3/18/2024
1210,35,6/21/2023
1036,20,7/25/2024
1360,11,1/31/2023
921,10,10/10/2022
553,42,6/17/2024
1228,10,9/24/2024
587,33,10/1/2022
985,47,1/23/2023
219,47,9/22/2022
1394,19,1/25/2023
160,10,12/24/2023
564,37,2/24/2022
30,11,11/11/2022
1017,24,8/14/2022
993,30,9/22/2024
901,38,1/19/2024
1385,21,12/18/2022
1462,21,5/28/2022
129,15,9/19/2023
1334,22,6/24/2022
7,1,12/8/2023
1456,22,9/22/2024
821,25,8/8/2023
486,15,10/18/2023
19,14,10/22/2023
162,5,10/16/2022
240,7,9/4/2022
300,25,7/28/2022
716,31,6/30/2022
348,33,2/4/2024
1071,29,5/14/2022
756,14,10/27/2022
844,15,9/7/2023
34,15,10/22/2023
1420,30,6/25/2023
1095,44,8/24/2023
1347,16,4/8/2022
55,19,10/14/2024
594,28,8/18/2023
107,31,12/9/2022
842,43,10/18/2023
423,23,2/22/2023
793,10,3/8/2024
788,48,12/28/2023
394,46,10/8/2022
1461,33,3/4/2023
204,2,6/6/2023
126,44,3/20/2024
647,4,10/15/2022
828,38,7/25/2024
277,38,6/23/2023
966,19,7/14/2023
1255,28,1/22/2023
114,6,9/2/2022
1298,41,7/15/2022
251,48,9/5/2022
564,12,3/27/2024
1499,10,12/28/2022
1383,18,1/10/2023
916,42,2/20/2024
1307,49,5/2/2023
1292,26,3/9/2022
580,50,10/26/2022
1109,24,8/1/2023
1058,1,3/7/2022
1250,44,1/28/2024
1455,37,1/19/2022
861,19,7/15/2024
621,19,12/8/2024
825,36,12/29/2024
779,12,4/4/2023
868,50,2/18/2024
223,21,4/26/2024
917,47,8/13/2024
256,47,10/5/2023
697,38,10/2/2022
1195,41,5/31/2024
932,25,4/20/2023
578,38,7/6/2022
1151,30,3/25/2023
1232,43,2/8/2023
78,10,5/12/2024
782,8,11/16/2022
477,48,4/19/2024
719,44,1/22/2022
1082,24,8/21/2023
197,27,1/28/2023
188,42,8/19/2023
849,39,9/19/2022
1338,29,8/2/2024
629,19,11/3/2023
1236,10,6/23/2023
1350,37,8/4/2023
625,18,3/25/2023
343,7,2/4/2023
682,35,4/21/2023
507,36,12/1/2023
918,1,2/14/2023
353,15,10/15/2022
606,14,7/16/2023
977,22,12/17/2024
506,17,11/10/2023
859,7,10/4/2022
435,39,5/6/2023
147,29,8/4/2022
328,26,11/2/2023
207,39,5/27/2024
495,35,1/30/2023
1241,8,5/2/2023
1219,15,12/8/2023
780,9,8/2/2024
1167,30,7/29/2024
688,30,4/8/2023
1378,28,12/26/2024
1154,11,11/30/2023
1128,50,9/28/2024
914,25,7/23/2022
1060,4,7/9/2024
380,18,7/18/2022
270,22,12/24/2024
1482,41,10/31/2024
91,34,7/29/2023
949,43,11/2/2024
1450,46,9/7/2022
410,2,3/10/2022
1337,38,1/24/2024
1252,17,11/18/2022
1379,44,9/25/2022
1391,40,11/20/2022
620,7,8/1/2024
1463,26,10/16/2024
1011,43,7/29/2022
189,16,4/8/2024
1046,23,1/27/2023
302,16,2/15/2024
62,27,1/31/2024
1063,12,6/25/2023
1268,8,9/6/2022
1148,14,3/8/2023
295,21,12/4/2022
357,49,6/6/2024
670,19,8/12/2024
203,31,6/4/2022
178,12,1/10/2022
1448,7,9/15/2024
414,43,4/29/2024
881,3,1/25/2022
675,39,3/17/2022
1316,28,1/12/2024
1299,28,3/9/2024
526,5,10/5/2023
1423,9,2/19/2024
1134,20,3/31/2024
855,41,10/28/2023
753,7,10/31/2024
766,8,3/18/2022
939,10,8/25/2023
107,50,10/25/2023
982,20,9/15/2024
286,38,4/28/2022
1476,29,8/28/2024
220,16,10/29/2023
456,39,3/28/2023
752,41,8/26/2023
253,16,9/14/2024
1065,41,6/23/2024
487,27,1/10/2024
640,14,7/31/2023
84,14,2/14/2023
313,16,7/17/2023
322,32,1/20/2022
256,12,3/9/2023
118,49,12/26/2024
231,15,6/8/2023
1168,43,10/19/2022
1480,10,12/10/2022
429,17,8/4/2024
638,20,9/12/2024
405,18,3/31/2022
800,47,3/30/2023
172,34,4/25/2022
783,35,10/26/2023
1202,20,8/10/2024
1326,9,9/5/2023
1489,26,11/5/2023
1080,21,12/25/2023
1226,36,11/2/2023
706,42,6/19/2022
1066,15,5/15/2023
228,1,3/2/2023
1340,38,9/18/2023
1022,33,5/1/2023
1267,16,11/21/2023
360,44,3/24/2022
1332,46,4/24/2022
589,27,2/21/2023
100,17,12/9/2024
1257,24,11/20/2024
345,20,3/25/2024
1104,21,1/18/2022
1460,5,10/14/2022
1455,49,2/11/2022
1372,50,2/29/2024
921,13,9/30/2023
1205,23,12/3/2022
1412,8,6/16/2023
278,13,9/12/2022
380,44,6/14/2022
468,20,3/23/2023
1275,10,3/18/2022
1416,26,9/19/2022
453,2,1/23/2023
104,3,4/9/2022
1332,45,3/1/2024
100,49,4/22/2023
1455,41,8/16/2023
951,35,11/3/2023
1131,5,8/18/2022
275,35,3/16/2022
693,48,5/15/2024
632,39,6/15/2023
1180,41,1/23/2022
1392,45,11/28/2024
1224,33,11/29/2024
1110,35,8/24/2023
1476,24,2/10/2024
461,15,1/31/2024
752,12,11/25/2023
1106,29,3/31/2022
348,37,10/15/2022
873,24,4/30/2024
232,28,3/17/2023
1362,42,8/7/2023
851,18,4/10/2024
1345,44,10/1/2023
1441,13,10/13/2023
41,32,1/30/2024
479,35,1/28/2024
116,16,3/23/2022
44,41,11/16/2023
68,47,10/15/2024
921,49,11/18/2023
101,36,7/15/2024
482,21,4/1/2022
586,30,7/13/2022
56,45,2/8/2023
1431,43,7/9/2022
1020,39,10/29/2024
1332,16,12/1/2023
253,34,12/12/2024
1106,14,5/10/2023
1363,6,3/22/2024
1247,19,6/30/2023
985,29,11/6/2024
936,40,6/20/2022
739,21,8/13/2023
21,44,4/18/2023
964,12,12/14/2023
1330,19,1/11/2024
236,30,6/11/2024
919,28,11/28/2022
1343,38,10/16/2022
672,27,2/16/2022
23,38,5/6/2023
226,4,7/10/2022
147,30,12/5/2022
569,12,3/26/2024
1242,4,9/9/2023
1468,11,1/30/2024
1472,38,6/7/2024
1294,25,1/1/2022
67,2,11/11/2024
1317,10,8/29/2024
436,16,2/13/2022
405,41,3/22/2022
924,26,10/22/2022
781,16,4/1/2024
726,39,10/24/2024
1460,39,1/6/2024
1349,20,5/8/2022
776,18,1/10/2023
51,46,9/13/2024
1374,1,5/30/2022
862,44,8/1/2024
1375,31,3/31/2022
905,2,5/10/2022
1298,23,5/8/2023
395,9,11/5/2023
409,1,8/11/2024
771,2,12/25/2024
732,35,10/23/2023
831,24,5/4/2024
485,9,5/29/2024
238,45,7/4/2023
850,10,8/8/2022
1126,40,4/30/2023
911,1,11/12/2022
1397,27,3/24/2024
797,11,5/20/2024
734,40,10/12/2023
79,7,9/23/2022
520,47,3/22/2024
199,35,8/11/2023
913,22,10/22/2024
21,24,7/11/2022
813,38,5/27/2024
721,38,1/9/2024
1036,3,4/8/2023
381,43,8/28/2022
721,10,9/15/2022
1166,22,4/13/2023
305,3,5/21/2024
448,44,1/28/2023
1065,13,8/30/2024
663,21,3/28/2022
225,4,9/19/2024
1080,4,9/23/2022
848,47,1/1/2022
542,36,9/25/2023
389,10,12/17/2022
428,48,9/7/2024
486,5,2/8/2024
290,46,5/13/2024
1440,23,5/21/2023
666,20,4/20/2023
912,48,3/2/2023
106,15,12/25/2022
1035,39,11/13/2024
791,33,5/19/2022
666,45,9/14/2023
903,39,11/19/2023
718,16,4/4/2022
1056,11,4/16/2024
1380,38,1/28/2022
1229,49,5/26/2022
69,48,1/30/2024
737,2,10/2/2022
541,33,3/14/2024
293,23,5/27/2023
835,40,1/5/2024
451,6,4/4/2024
446,27,9/30/2023
546,19,8/28/2023
710,9,3/19/2023
694,12,11/24/2024
1144,33,6/12/2023
1337,29,12/7/2022
438,5,6/30/2023
737,14,7/30/2024
956,39,4/14/2024
859,19,2/22/2022
1008,13,6/1/2022
1456,16,12/11/2024
1312,11,5/26/2022
597,17,9/8/2023
256,36,3/4/2022
1406,38,10/24/2024
259,47,5/5/2024
1220,32,2/28/2023
1298,47,9/20/2024
915,25,1/6/2023
778,18,8/7/2022
1456,22,3/6/2023
1382,15,9/21/2023
989,5,7/4/2022
1268,13,3/26/2023
329,5,12/31/2024
884,49,5/9/2022
817,42,6/15/2024
290,27,1/11/2023
1223,12,2/10/2023
442,17,6/27/2024
128,17,1/29/2022
311,34,4/19/2022
133,2,12/26/2024
107,41,2/24/2023
1067,2,6/30/2022
714,3,9/12/2024
636,15,12/17/2022
142,16,12/13/2022
1112,44,3/10/2023
1183,4,2/11/2022
