ModelID,CarName,VIN,PurchasePrice,ListPrice
40,2022 Chevrolet Impala Hybrid,KM2193F6JQJRXBDZG,25114.29,31479.86
161,2021 Ford Expedition SE,O0UVM2N2JAF1LW9YT,16140.93,22497.77
10,2016 Chevrolet Malibu Hybrid,36H6OQBCPV89OBJ2A,28590.71,34477.56
154,2017 Ford Ranger Hybrid,0K2LFE91AQ0MEWHID,38291.47,41066.95
17,2015 Chevrolet Equinox SE,V387797J7XQ88A7NN,38413.28,46900.75
40,2015 Chevrolet Impala Hybrid,Q4UFTAI9MLM4ERUMP,41855.94,50066.51
63,2017 Toyota Corolla Sport,8UAAEEXLFGMMGEWPB,41718.63,47367.74
147,2016 Ford Edge Sport,E2YPK9FVRLY8ZOTRN,20696.49,25913.41
27,2019 Chevrolet Tahoe Sport,ROVGIP0D0QVAV4ORS,32095.37,34494.34
101,2022 Toyota Prius SE,6WJ9RGRZSDHX9MZ5V,44140.99,46840.66
81,2024 Toyota Tacoma Sport,9REOCW0WUD0TGGX8U,42228.4,51304.69
64,2019 Toyota Corolla Hybrid,DVACNARBFHC94YNEW,21820.61,23164.1
45,2021 Chevrolet Blazer Sport,BFBIN7H633ERGJPRD,20874.7,22186.52
18,2019 Chevrolet Equinox Limited,OYIR4TLVKEAIEEJ17,39027.54,44604.3
97,2015 Toyota Prius,D22TJBR9WEMLRD8DT,29767.64,35661.29
128,2018 Ford Escape XL,N1UCM6F6K5O2T2M11,27459,28297.66
43,2022 Chevrolet Blazer,MYS0ITHNEJLM8TR3A,30378.55,33827.18
166,2018 Ford Fusion Hybrid,87YBPW1CGRLKSGEYJ,42776.74,47166.96
140,2019 Ford Mustang XL,NIW6M5AHOMSW76FN3,33431.03,43409.56
160,2017 Ford Expedition Hybrid,V3L4QQYJABYT5ZA2B,44354.66,50521.23
58,2022 Chevrolet Suburban Hybrid,EL70R2AWF4SJLL944,29153.64,37937.63
171,2021 Ford Bronco Sport,86H8SMFLIR0ANTT25,31625.28,33806.17
62,2024 Toyota Corolla XL,OW6BNM0R9NSNY9JVV,35804.36,39657.72
21,2019 Chevrolet Camaro Sport,WB43UTE8A1I682ID6,34252.66,36399.88
159,2021 Ford Expedition Sport,QXX44IFBNSPBO5TL8,16101.35,23543.87
129,2022 Ford Escape Sport,OHFJRHDKU5TZ20S3B,39627.66,43383.05
2,2019 Chevrolet Silverado XL,QBMVQSN7F6W8CCH7K,30938.63,31839.74
154,2022 Ford Ranger Hybrid,X65XXLHMXI40T2FP2,27461.77,32860
120,2015 Toyota Sequoia Limited,IKRDZO4K7R206VN74,32740.69,42131.47
140,2024 Ford Mustang XL,IHKUYMNEKHDKKWUSI,20988.36,25212.71
125,2016 Ford F-150 SE,XN0MLMNOOFJPBR2MG,23132.2,27409.3
42,2018 Chevrolet Impala Limited,HV99V0F2ZEPZ1JJ7T,22423.74,25005
125,2016 Ford F-150 SE,CBDD1D2RB1DX866FE,43337.52,53004.99
26,2017 Chevrolet Tahoe XL,E2J4KKI13S48R630F,21064.46,22075.61
101,2020 Toyota Prius SE,E6MNNRQ3GWNDAY32R,41614.42,42211.86
83,2024 Toyota Tacoma SE,V9LYWYLHR1DBHLVLB,25119.25,32493.54
59,2022 Chevrolet Suburban SE,LAYXDS9U7OUM1T8GL,33210.38,34305.97
169,2023 Ford Bronco,O4CJ6QTXT09DS0SKJ,19793.03,25989.32
55,2022 Chevrolet Suburban,0EIFSO709KZUYKJSF,36852.62,43201.8
59,2020 Chevrolet Suburban SE,OTGUYZOR929VIY9XY,20016.98,28218.5
143,2023 Ford Mustang SE,5YFP6RLIWSO837QZA,33706.32,36100.36
33,2017 Chevrolet Traverse Sport,H1QD4V4A7UIS1EFRE,40807.06,49211.22
32,2021 Chevrolet Traverse XL,KRZG5UF9I2F5BB1Z5,34558.74,37084.15
50,2024 Chevrolet Trailblazer XL,E9UFKUR9QKDCO6LFV,31655.07,37033.08
112,2024 Toyota Sienna Hybrid,RWRXYLZ80MA5I89SD,26576.07,33782.38
44,2024 Chevrolet Blazer XL,A04V5SGA0QB57PT5K,40272.01,44524.62
162,2021 Ford Expedition Limited,OASMGRUAC87DTJFSL,41712.38,47485.99
56,2024 Chevrolet Suburban XL,I1QTSSM9SWZ8F5IH8,21168.99,22760.86
79,2019 Toyota Tacoma,YA6O53MWC1CL1YUFP,20969.49,24683.98
114,2019 Toyota Sienna Limited,MIZDVDA6EY044X9JO,41899.61,50811.05
178,2022 Ford Maverick Hybrid,SNDLULS8HZ67LQTVQ,19194.6,29128.55
122,2020 Ford F-150 XL,DG2644XMK0WWJOWU5,41867.37,49240.02
80,2015 Toyota Tacoma XL,D7CFCVJZNHFOLDIQY,21776.63,26667.88
132,2016 Ford Escape Limited,H0INIDKO6WNZRUXU3,23656.08,26931.65
171,2015 Ford Bronco Sport,SY17BFGCB5TUO0DQV,42655.69,51250.73
167,2022 Ford Fusion SE,JT0OE51HKDDSKDXQ2,20793.29,22531.5
63,2015 Toyota Corolla Sport,UDVHKCALJ0EYX8YOM,16389.41,22254.79
120,2017 Toyota Sequoia Limited,N30TOXU2OX6N0WQ7L,40692.6,48805.28
33,2022 Chevrolet Traverse Sport,6ONBLV38ER6BNNAJ1,44722.75,49930.73
25,2022 Chevrolet Tahoe,QHDRGH6894X206K4W,27243.88,33033.98
97,2021 Toyota Prius,JCWQ6FRAAP8YO77XZ,23066,29597.66
57,2015 Chevrolet Suburban Sport,7C0YLTEI1ME3DQWN9,18505.35,19934.94
72,2016 Toyota Camry Limited,IFK4PGVD8WQETOMI4,43326.88,48445.2
158,2023 Ford Expedition XL,R8LVXALOOXMCZVT4H,39533.07,44685.9
54,2022 Chevrolet Trailblazer Limited,E0IQ9X2TWH83BX29E,40924.03,45256.62
135,2017 Ford Explorer Sport,RF8YEYJFYRM7W2M50,25585.26,31161.57
167,2017 Ford Fusion SE,3MHVQ8LO4ZJB5O9Y4,38106.5,44699.84
115,2015 Toyota Sequoia,H1UNAY34VBJR9L1ZJ,24765.91,26346.81
90,2018 Toyota Tundra Limited,M4ZG79I0ZY9KMGAEY,21321.93,24110.1
19,2023 Chevrolet Camaro,B5PZN861HFB8WVAXI,25344.59,29210.13
158,2016 Ford Expedition XL,PVHIQRUDRJYFT7O65,43885.74,47483.15
79,2021 Toyota Tacoma,F36O0C46Q3KKHG8A1,30720.81,31228.21
154,2022 Ford Ranger Hybrid,ARBT9WDDTZ6696N2S,18883.55,24545.63
43,2023 Chevrolet Blazer,IZ6A5E0C65SZVEG78,35478.75,40537.61
38,2022 Chevrolet Impala XL,1NJYUM1P0GDRNJLDF,33015.7,41787.06
4,2023 Chevrolet Silverado Hybrid,0L93QCMHB357RX5M4,21208.53,29207.48
122,2016 Ford F-150 XL,MA7R5SGUIUM1IP4OC,19754.13,28251.91
94,2019 Toyota Highlander Hybrid,QHHPA3C6JC2EDM96A,40613.61,48032.95
102,2016 Toyota Prius Limited,ENVFO7VNG6KGB2W4R,22307.62,29809.17
59,2023 Chevrolet Suburban SE,ITZW0FF0VL5V9X2P7,20779.55,30478.31
40,2017 Chevrolet Impala Hybrid,EZSR2YU636XM7FMJL,43638.43,51950.35
180,2017 Ford Maverick Limited,AJ3V5UXC8HX557SVA,16001.28,17491.39
106,2021 Toyota 4Runner Hybrid,YKQ7UK9GBOGZ05197,37601.6,39259.69
35,2023 Chevrolet Traverse SE,4F2SP2OFTOUWBE6Z6,31892.66,41368.64
89,2022 Toyota Tundra SE,GP8MOA1OGL86YXAX0,25905.43,26978.03
156,2019 Ford Ranger Limited,G3KDAZKHA7TITPDK2,26562.19,28954.55
102,2023 Toyota Prius Limited,YMH6CV1PXR7GAUAW6,37613.78,39806.5
92,2024 Toyota Highlander XL,7NTP515S4B0Z9FGJI,39335.95,46130.34
20,2021 Chevrolet Camaro XL,8IIUHINUKZFHZDEJV,35361.89,43635.03
155,2022 Ford Ranger SE,6KH26EHO69BH4WJU9,24577.89,34042.46
159,2024 Ford Expedition Sport,MYJWCUJ8OOE37HX5O,29319.71,30753.64
75,2022 Toyota RAV4 Sport,SBL32130TRKJA5UA7,29438.21,34334.2
166,2023 Ford Fusion Hybrid,PW4Y1QHI1N4KWEC8B,42612.4,47155.8
170,2020 Ford Bronco XL,0TEJ4JBXT2341CI60,42239.47,50458.55
73,2017 Toyota RAV4,D5WNQ2NRH3JSARWO1,41798.8,50949.05
162,2015 Ford Expedition Limited,AN0LDN042GNMVOOT0,27047.01,35953.19
74,2015 Toyota RAV4 XL,B22TDKFW08KG7WY5P,24094.51,29249
127,2015 Ford Escape,SL13836A302BFFDQH,40408.4,49076.37
148,2019 Ford Edge Hybrid,FCUPCBCUM95DO32S6,34057.72,43705.67
81,2021 Toyota Tacoma Sport,BG06JKI9L1LEF6803,15061.26,19673.87
16,2020 Chevrolet Equinox Hybrid,J12ZGBWA555HCOL86,42531.57,46918.83
108,2019 Toyota 4Runner Limited,FSOPS216JI81LJDST,28808.8,32140.94
142,2021 Ford Mustang Hybrid,IDTS9BKYTXKRRCFA0,34621.44,35524.42
91,2020 Toyota Highlander,BH0H1WSV5B9WKOWJZ,17779.55,26159.04
64,2018 Toyota Corolla Hybrid,AQJFJJKB4BSA191NU,25830.96,28545.66
89,2015 Toyota Tundra SE,AIGGAJAV1Y594TDIT,42398.18,47761.38
116,2022 Toyota Sequoia XL,RKUQD23AWJYT4LTEO,24762.38,34114.94
80,2016 Toyota Tacoma XL,3GKN0C8FHLK60WVY7,30280.76,34620.12
171,2024 Ford Bronco Sport,XYVUVVU4DOZ2XRFGI,44672.83,48210.36
161,2023 Ford Expedition SE,L1IJ4YD8MYUC9GXQX,19682.79,23264.58
13,2020 Chevrolet Equinox,HGB4QMTRE624NC46Z,18945.79,21717.38
100,2024 Toyota Prius Hybrid,1NH6ZVNKYI4S8O7KO,26772.29,31908.01
12,2021 Chevrolet Malibu Limited,T8TFAQ1NPQWR347GB,34117.68,40263.54
37,2015 Chevrolet Impala,DT3E88F462FBZBIPJ,19451.21,26016.22
138,2023 Ford Explorer Limited,L8SZD2058E1ZOXYQZ,31357.04,41018.51
146,2024 Ford Edge XL,IDXAAJXS3K8Q7MGKU,25665.75,35091.62
176,2022 Ford Maverick XL,4FLAK9QJNBGILSEIU,28441.65,30859.26
40,2020 Chevrolet Impala Hybrid,AR9TMCWCPWCEYXQG3,25700.54,31188.59
3,2020 Chevrolet Silverado Sport,YD2IFOC1PQZ1YNMW3,16260.48,22401.2
6,2015 Chevrolet Silverado Limited,LMIIXB557RRUYAOUN,39853.51,43126.27
112,2021 Toyota Sienna Hybrid,UO9S9BCE2MCLJT8DE,33584.08,37343.37
133,2020 Ford Explorer,0EO75AQVXXTF5Z9YO,35147.33,37093.19
91,2016 Toyota Highlander,UVDXY06DTSADJ71P4,37745.63,40287.48
43,2019 Chevrolet Blazer,98V4440P4VEJAS8S4,28882.91,35747.85
11,2017 Chevrolet Malibu SE,W47VONZ796I6O9SVQ,41642.15,50962.05
93,2021 Toyota Highlander Sport,7ENYS6XHW6TROLS2Z,35890.44,39938.09
25,2019 Chevrolet Tahoe,0AHOV09FD7MEYZP5M,44519.12,45661.39
76,2015 Toyota RAV4 Hybrid,6OKW01ZRZ4LO4AWAQ,37774.04,44398.61
14,2022 Chevrolet Equinox XL,TKQ903R21YK49TJYZ,44221.2,46590.13
145,2015 Ford Edge,CQ0E5TYXT2ZVZ9XIH,28524.25,38444.02
42,2017 Chevrolet Impala Limited,Y3EAZ4E90YMOT6G2Z,34599,39611.25
114,2019 Toyota Sienna Limited,II0P7PBNA6RO0DSDU,44295.69,53955.19
40,2023 Chevrolet Impala Hybrid,XV4QJ8123CR6Q63FJ,22456.38,23344.57
51,2024 Chevrolet Trailblazer Sport,7YCS6318JZG780G4T,21663.02,26106.47
58,2022 Chevrolet Suburban Hybrid,UMFYZJQPNDFCAHV5M,35841.22,42111.62
67,2020 Toyota Camry,XD49KT2JYDD1ZLSVC,23265.9,26937.38
99,2018 Toyota Prius Sport,GAOE2VWCQZU4X8D8O,35181.19,41253.23
21,2020 Chevrolet Camaro Sport,J2KCR6HYHN6BYO4RX,41397.57,47991.03
103,2018 Toyota 4Runner,BVCNTTD9XR4ARGR6E,37921.22,38717.65
11,2021 Chevrolet Malibu SE,HR0SBAGDNBD7EE007,39341.38,47516.25
150,2016 Ford Edge Limited,4ZJNJT9LZP0XZSIBD,27380.01,36751.07
124,2019 Ford F-150 Hybrid,BRVDHTSNZETYOWQJN,16477.44,18271.52
74,2019 Toyota RAV4 XL,2BXR26DP8DY739A5L,42566.37,47046.62
60,2022 Chevrolet Suburban Limited,FDC27WAHT66S4Z0C5,40835.32,50025.7
35,2023 Chevrolet Traverse SE,O56ZSSJMEXKU1EZOS,43964.21,53371.11
19,2020 Chevrolet Camaro,BPFR0DGWXFUTMNKP8,30111.51,32616.8
90,2019 Toyota Tundra Limited,2SJ5TSD39LQ34ZNBR,17145.14,20315.25
70,2019 Toyota Camry Hybrid,IFLW2L4I2SK1EB2DA,15524.04,18945.93
81,2022 Toyota Tacoma Sport,DSPBXHH5Y5FWSH6HN,27538.79,32916.31
4,2024 Chevrolet Silverado Hybrid,I3WBOZKK7F457BIM1,29775.99,32906.21
32,2015 Chevrolet Traverse XL,C3QW3UUAXA2J755QL,30251.36,40164.92
47,2017 Chevrolet Blazer SE,7U2BAD0A414OK9P2F,24801.04,29879.21
48,2017 Chevrolet Blazer Limited,7CUNC29BNSH6IY115,22109.2,24419.78
65,2022 Toyota Corolla SE,S8DEZV68SBFK2RFTB,40060.29,41455.38
136,2015 Ford Explorer Hybrid,22TZ5RR0F974SNCD8,23617.18,25920.21
69,2023 Toyota Camry Sport,SAZCDHQKICL57KIF9,31544.71,40249.04
180,2016 Ford Maverick Limited,RGKEBRJ2DF9C7XNCK,18402.92,20611.28
161,2018 Ford Expedition SE,VHOQ57TKWFAKTC529,38608.31,44116.52
180,2016 Ford Maverick Limited,N2US1PWZMHRJ37A1H,15070.19,21889.72
17,2021 Chevrolet Equinox SE,DD5L4ZSFUCRQ9LH9G,25446.48,33022.04
59,2022 Chevrolet Suburban SE,P29F0DKR287REVR40,31183.39,36670.02
162,2020 Ford Expedition Limited,BY4D4UCE34TG2GQ9O,25139.08,32328.97
80,2020 Toyota Tacoma XL,LLPA2WRZ7RQK8I7W3,40246.61,48599.89
104,2024 Toyota 4Runner XL,YIGOIM2SLSRQPZ3M3,30726.28,38742.58
168,2024 Ford Fusion Limited,Z3MORX545NBRCVMLL,34064.18,41271.81
93,2015 Toyota Highlander Sport,U45XFTUNWODEZBPDP,23273.72,29339.89
111,2018 Toyota Sienna Sport,XXYFVD3EGU00HNJK7,26416.82,32860.5
5,2018 Chevrolet Silverado SE,5DADZ5WSYTR861GNQ,33796.42,42057.02
172,2015 Ford Bronco Hybrid,09KTET7GN8J5BOOVD,20305.29,24578.75
101,2024 Toyota Prius SE,KF5KOU0U5BEK5XZRS,38490.98,45807.2
91,2022 Toyota Highlander,61MONVCHQZN4Z032B,22640.44,23394.27
122,2020 Ford F-150 XL,FTH6SV236VSO86G66,26685.26,36586.66
11,2018 Chevrolet Malibu SE,W4Z48NN8DDVHKNB6E,34244.1,37821.04
45,2023 Chevrolet Blazer Sport,66X34240CANJU4J68,28235.42,33410.2
135,2016 Ford Explorer Sport,US9GD5Y14JAIXR203,42842.83,45445.39
42,2020 Chevrolet Impala Limited,CUV9W6YGMM5NN1XJH,28983.81,29577.11
102,2022 Toyota Prius Limited,4BWT9GPYW661QPYXS,32070.89,32927.26
85,2020 Toyota Tundra,0WKWVK0RRL7OPMQPT,43529.12,49819.56
66,2015 Toyota Corolla Limited,0JR5GVGZAKUKA7ITO,40551.98,47415.71
106,2021 Toyota 4Runner Hybrid,B7C7LD1DJQG294ZBU,33760.31,41130.79
170,2024 Ford Bronco XL,SR9EOBIKIR0G30GLP,35287.33,40464.65
3,2016 Chevrolet Silverado Sport,SLGC1URXO2P58D1A9,22670.21,30099.03
132,2015 Ford Escape Limited,W64Z1MB4SNXZ8KXJW,15812.37,20272.27
8,2022 Chevrolet Malibu XL,8ILU24VBK12RFNM2F,21428.98,23337.76
115,2024 Toyota Sequoia,HXY1JAYKISY4FSYCC,38013.28,40075.05
92,2021 Toyota Highlander XL,6RN4Z5XKNQYE0PCZK,20675.47,23594.56
78,2020 Toyota RAV4 Limited,ASWMMJ9YMOOLK4NLQ,24320.67,31225.49
21,2019 Chevrolet Camaro Sport,RENQ91LON9T5OCUYS,17590.23,22351.38
179,2018 Ford Maverick SE,7L4B430HSU1MZ10CD,36770.21,39098.91
150,2023 Ford Edge Limited,MFY0PHMUDR5NGFZBW,38966.06,41551.3
62,2017 Toyota Corolla XL,HD5JB5HGF3CC4AH80,42105.06,44179.38
143,2019 Ford Mustang SE,MOXX98D48LNE5IQ2Q,21988.84,25441.19
154,2021 Ford Ranger Hybrid,GZ6SOOYY3E817DPWZ,38075.15,45736.1
162,2017 Ford Expedition Limited,JXBZ6PY6QEI6V7VF1,44755.29,45505.57
12,2017 Chevrolet Malibu Limited,2CYKMV3S6CS19H7PD,37057.85,40525.91
161,2021 Ford Expedition SE,5FW84IV2LD5UEY5J2,23957.71,28767.88
147,2024 Ford Edge Sport,NDWCD3O7DGG701FIA,40092.25,43415.42
125,2022 Ford F-150 SE,UV581BDBHN0BKZUOH,29696.12,33041.71
83,2017 Toyota Tacoma SE,ADWM2SJIJHWO9KJ4U,21578.6,28133.41
133,2023 Ford Explorer,HC4HK7M8T1E65I7OY,17277.2,18313.22
76,2023 Toyota RAV4 Hybrid,89T6YTFAVEJYGMZF0,37064.28,40193.44
180,2020 Ford Maverick Limited,PPVHT7DBHVS78H16R,39049.7,45295.31
151,2016 Ford Ranger,POG2UR8F6C9AKNWPR,27610.71,34031.41
176,2022 Ford Maverick XL,NQPUC4HWE7ND56MLA,34062.12,42548.57
99,2022 Toyota Prius Sport,CBA86HOR6MMNETWSA,28737.14,31058.63
122,2022 Ford F-150 XL,RF9K98P25JCNUFYAO,16485.46,22755.4
14,2016 Chevrolet Equinox XL,D3KLXXCQPU8O8KH31,18730.41,28183.91
136,2021 Ford Explorer Hybrid,T8Y7YEJLWNCPCUREN,39048.65,47413.35
122,2022 Ford F-150 XL,EYH6EEURAVPVEMCR2,15103.26,23583.77
59,2022 Chevrolet Suburban SE,767QDRM8Q3MTVUDP1,35206.16,41467.99
67,2019 Toyota Camry,UDHZ57ADVH5OLSP7N,24875.17,29066.1
62,2022 Toyota Corolla XL,0PL4UZRWX9WS49GUE,18884.53,23519.57
51,2015 Chevrolet Trailblazer Sport,RP1WTT54GHMCH8Q8O,35076.12,39773.16
61,2020 Toyota Corolla,59X57IH0M2Y1ANUBU,44196.01,50769.74
64,2017 Toyota Corolla Hybrid,DZ5LPX2B6O2MZIYD0,23003.55,27422.84
15,2018 Chevrolet Equinox Sport,I9HCJG9M7HSP2HQVH,40838.53,41855.09
35,2019 Chevrolet Traverse SE,QJGNMWB0Y9UL1IKZO,37188.15,41385.91
64,2024 Toyota Corolla Hybrid,0UK3Q9XHXLOYJLOW4,18922.17,19464.36
100,2023 Toyota Prius Hybrid,4OTMAIISBJNJATRX1,25545.92,28161.21
66,2016 Toyota Corolla Limited,PRIOYUXESIXYQP5R8,33691.23,37902.89
113,2024 Toyota Sienna SE,JDFT9ET5A65AN952I,31553.9,39225.48
136,2021 Ford Explorer Hybrid,PLB5PZQR30YPL7XXJ,27247,35591.02
170,2020 Ford Bronco XL,0XQ74NX22SW8490U7,25452.84,27197.74
4,2019 Chevrolet Silverado Hybrid,7BYGF943VZQ4D8QAI,37966.56,47441.93
146,2021 Ford Edge XL,E0M8W9B4NCL73IENU,19074.57,22886.79
105,2015 Toyota 4Runner Sport,LIPKKF5NC3UQ68FK2,24902.83,26153.62
82,2024 Toyota Tacoma Hybrid,BQLH3VZLQFRGFE6LT,39712.29,42817.1
134,2020 Ford Explorer XL,QJE45DXBL7G002W2G,20144.57,25631.88
169,2015 Ford Bronco,NFL5RVKY4A03CA3WI,41350.62,43592.71
114,2018 Toyota Sienna Limited,MWOK0YKSEEE85WUF7,19473.19,28277.67
169,2023 Ford Bronco,XW54QCWTFXI724SIS,39433.35,41059.5
167,2018 Ford Fusion SE,650S4606EVSTC56UT,39659.03,49644.78
124,2022 Ford F-150 Hybrid,VENLNU6DQTAIHM9PF,35234.55,39101.22
100,2022 Toyota Prius Hybrid,7NXEY8ZO1E9DWPPEV,33360.14,39173.66
46,2020 Chevrolet Blazer Hybrid,P55G1Y0Z3JG9T0DJJ,18016.65,23360.01
170,2020 Ford Bronco XL,84CVEO17K61EYQY9M,22721.29,31688.58
174,2016 Ford Bronco Limited,ZFGWSFVG3UOKQWMXH,31896.09,39153.68
178,2023 Ford Maverick Hybrid,AZU3XOQD9WJBD00EG,24427.1,32861.58
74,2020 Toyota RAV4 XL,8ODSQWI3WDHTEG206,43909.38,49954.23
82,2021 Toyota Tacoma Hybrid,XQXG0KJSMUT5YBFIH,16292.84,22703.02
102,2024 Toyota Prius Limited,3XO0KB7SFPD4EMXAR,36500.75,42885.74
92,2015 Toyota Highlander XL,C3SXTMZQW4T17AGPI,39075.45,46594.06
69,2019 Toyota Camry Sport,D309WFO3YYZCUMK8F,18016.69,26267.49
44,2020 Chevrolet Blazer XL,IGVWKRLVBIQI2M5MY,33667.01,42051.59
123,2022 Ford F-150 Sport,MVHGDJH24B3MCW4UN,30293.67,34636.18
111,2022 Toyota Sienna Sport,NK1CDXP7ENZ5V1F7Z,23553.49,28452.33
2,2023 Chevrolet Silverado XL,UOK7YMV96DKQZVD2L,29524.24,30740.26
179,2016 Ford Maverick SE,HVYHE0WS6NEP7GQCR,31464.23,34764.94
37,2020 Chevrolet Impala,DS2QJUGBVNIW6CO16,35814.03,43160.85
165,2015 Ford Fusion Sport,QP4MAA8482Y5PNAZM,30395.21,34602.33
143,2020 Ford Mustang SE,E4STWBDQ24CTX56GF,33443.24,39410.44
18,2022 Chevrolet Equinox Limited,FHBU07DE3DI4BKPFU,15760.58,23882.58
95,2023 Toyota Highlander SE,YHJYARR5WBLZ15HPE,15375.93,23691.06
5,2019 Chevrolet Silverado SE,7RQGVCOLYO15N16HZ,26598.68,35449.42
45,2024 Chevrolet Blazer Sport,GZ8FO5BJ2QQJDQKAO,36529.44,45942.99
97,2018 Toyota Prius,PZJ1873F9J9LASHCM,23378.79,31121.23
163,2023 Ford Fusion,GRFGDR0GEJ18SYSVF,43227.75,46494.93
45,2019 Chevrolet Blazer Sport,38BBK74P1ZKXDEWU0,33319.88,37079.62
165,2022 Ford Fusion Sport,6ADCBSMUZOYTRQGTB,17205.31,23959.86
71,2024 Toyota Camry SE,5PP17475IYK8MXJU8,25220.99,28991.86
72,2024 Toyota Camry Limited,GUAV91U01MON906TP,40391.35,45212.3
100,2016 Toyota Prius Hybrid,UWVGWBMX3EDY04574,21281.55,23687.82
115,2022 Toyota Sequoia,86S5HORY15E8BD1M1,25710.37,35534.04
135,2021 Ford Explorer Sport,D8I01OY9ZI93HYW36,39379.16,46584.31
169,2015 Ford Bronco,6WD16J0NTPVQERPKJ,26227.07,30290.19
140,2023 Ford Mustang XL,AJ7J2PGKSJ3PANQSX,34465.83,37554.15
64,2021 Toyota Corolla Hybrid,89Q4FHILECVH8TSI4,36104.85,44791.08
167,2021 Ford Fusion SE,U0JHVK4I8ZA6BX5MS,40382.25,48729.82
6,2021 Chevrolet Silverado Limited,U0RS83GBSEGI8PASQ,21871.44,31811.59
93,2019 Toyota Highlander Sport,H0GZI7GF3RCHAX797,33388.75,38090.7
15,2022 Chevrolet Equinox Sport,YROOQNEEH8C457G9J,21193.11,22531.44
157,2017 Ford Expedition,AMWTUO5XICK01U7Q3,31724.5,34573.9
96,2020 Toyota Highlander Limited,CGF97WBKZIC5RD17U,16314.02,23256.01
154,2015 Ford Ranger Hybrid,OMAIJ1QRSIHN8PYGG,27225.53,29526.44
90,2023 Toyota Tundra Limited,UY9PDB6AUI21UT5WH,18500.53,24300.46
157,2023 Ford Expedition,5152KUH1YPE7VY4VA,29588.78,38072.06
