SalesID,CarID,SellPrice
269,892,20520.5
76,1398,42325.23
508,1115,26578.76
345,807,35278.69
258,662,45105.22
3,760,45687.26
720,1718,18130.25
91,873,51218.01
446,1124,31656.93
794,771,51241.71
466,536,35295.6
580,991,37195.35
353,459,26966.3
733,1976,18564.58
557,65,35011.18
95,2207,17066.35
228,917,25388.15
514,2178,27100.05
500,1169,27320.51
430,2020,43913.7
747,2093,30170.83
659,2334,47777.11
165,370,24302.75
378,2131,24416.14
706,1812,37797.46
129,1326,32731.94
596,2165,37159.36
542,1284,31357
218,2201,29424.37
723,1842,18634.2
478,1876,52177.02
680,1203,43170.93
682,1941,43063.94
466,1646,32312.17
255,866,42595.04
470,2423,22620.99
481,1662,28919.37
735,1668,43346.04
337,2221,36547.37
262,1914,19133.38
97,1619,19377.72
368,1616,37636.37
436,773,26775.36
749,756,20140.86
36,1886,35486.92
237,1735,45970.25
258,492,41742.56
29,2444,19759.95
621,1675,39594.32
743,53,43576.34
245,1285,16354.45
300,677,25764.11
31,1809,28420.71
754,1116,18396.81
73,1365,20229.53
183,547,37231.44
551,2017,31976
242,548,47450.85
53,2269,26269.19
694,202,27671.89
375,2011,19712.04
143,391,20120.79
467,375,53122.83
564,2195,34706.62
400,1101,49586.31
448,1444,24299.45
166,1015,34824.34
298,928,41025.18
488,567,33733.34
107,154,30714.48
303,1402,41255.25
425,656,38158.14
754,280,26817.49
374,1672,36394.62
546,1595,24034.15
3,155,38893.32
127,569,35092.32
439,1919,34485.55
184,2457,35294.38
404,60,47301.35
358,891,27261.09
776,1860,30362.23
669,2036,32265.26
272,149,28402.41
73,864,22389.32
668,1936,42055.92
799,2339,22620.36
239,1623,36010.16
280,1932,30287.85
512,1011,25065.22
311,234,26246.47
432,1979,21782.6
290,642,42613.05
193,121,23857.8
171,1947,50130.58
556,187,51189.27
702,2364,30999.97
180,1383,47976.43
435,2026,48213
428,1719,39208.5
794,2275,27052.53
280,1354,41660.87
409,2161,43964.28
726,2429,19903.01
129,47,41661.61
655,499,42071.96
664,753,48271.64
19,1729,19166.56
517,313,24190.45
623,1694,30039.11
685,1889,50861.46
257,244,40716.14
522,2304,50683.96
190,2135,35978.26
88,435,16803.47
498,2145,30150.46
775,736,34575.02
51,1028,20130.19
177,1905,31000.01
144,1835,32249.54
138,965,29032.02
222,1396,41994.7
48,1267,17952.73
180,119,23568.66
381,711,30319.84
529,1131,41928.22
554,2448,23203.04
267,1476,17738.01
317,658,41263.9
45,1360,22979.69
278,1409,29391.53
590,2231,17315.85
487,633,28201.89
134,1893,17741.21
299,2315,51058.78
581,2443,40363.42
791,1137,21354.76
569,1611,28102.09
603,1020,36912.78
200,1210,29692.34
380,1371,26431.97
124,565,36760.55
686,22,37271.72
419,1462,36393.54
500,1551,47370.94
494,2077,46157.22
113,1918,37109.17
506,1837,24279.64
772,1645,44027.09
283,855,47256.94
553,268,26614.17
610,1825,42227.04
380,102,30011.38
97,1481,17820.21
690,1331,41334.64
429,742,16603.12
410,2257,48882.83
741,61,35639.12
393,837,39165.46
241,1209,26049.82
457,1294,24556
56,2264,35157.47
699,2210,29094.95
479,1687,21048.73
588,1897,48142.86
19,94,47356.11
607,1848,32781.11
335,2471,16637.55
47,442,43474.65
307,778,27380.32
193,526,28462.69
159,120,44569.73
276,1357,31690.22
675,2028,37903.69
383,785,32833.83
298,872,35459.47
386,818,32157.74
564,2353,24170.93
125,2331,31971.26
102,372,31657.6
556,1568,40983.07
769,621,17867.45
718,512,48053.07
58,767,42956.42
528,172,33034.03
128,1163,29218.02
457,2174,17443.33
277,1014,37908.74
190,772,22861.86
528,2301,23414.34
724,1408,32854.27
232,1599,27772.65
517,1552,49248.91
50,2397,35495.93
186,15,31288.33
95,1158,31630.26
709,16,16549.51
127,2153,44196.18
618,2052,31359.58
120,1939,46116.44
18,1923,45726.55
571,1107,37135.31
120,169,42902.64
591,2474,40837.9
721,500,30519.75
686,2344,29283.21
598,694,41992.4
512,2000,21066.68
2,805,38378.25
425,1502,26511.69
151,52,46830.14
590,185,49888.67
174,1132,42522.27
572,1635,25146.11
512,1866,25922.47
479,1688,40727.12
630,2272,31779.55
1,387,30840.9
190,1506,38039.91
418,1164,31451.85
655,1501,21346.5
507,1805,20511.31
338,769,33230.11
539,1771,21396.86
492,932,47794.88
12,1450,44325.26
156,471,46320.95
332,607,40130.46
767,2006,24045.34
437,638,43163.74
280,468,48047.59
279,2306,22219.34
317,1447,31954.83
444,1990,43467.55
783,1945,26235.3
58,269,42848.81
605,1921,14378.48
113,1283,20957.94
541,416,30394.92
361,2147,24013.64
221,1836,17942.68
468,1105,30490.96
770,1205,47512
379,2083,46859.55
563,374,40866.6
450,1730,26123.99
700,744,18435.63
500,292,34215.14
336,601,44574.03
402,681,34838.81
172,2291,33733.08
143,939,42925.21
620,926,34490.86
549,1618,36742.46
587,1991,31378.09
105,580,43843.27
359,469,37222.08
81,1315,24979.05
436,1810,32830.94
386,2363,40708.25
175,115,22352.73
269,1559,43266.1
465,301,20359.21
680,168,42720.02
342,606,41439.75
475,127,30496.27
82,534,13457.39
503,914,44471.75
694,2338,24775.65
479,679,44442.14
541,1037,33492.72
276,1440,42612.65
102,38,19365.54
386,2218,22285.02
140,1041,42701.38
176,1071,40841.63
84,2361,37443.79
475,275,39108.07
788,1146,40724.8
78,2456,45599.59
245,2370,27341.31
39,1016,27621.11
521,743,33307.33
686,1287,39318.06
757,1807,18143.19
420,345,16762.36
266,890,40756.08
224,1541,27467.2
185,1486,25540.84
33,1029,43738.81
630,382,29579.6
328,1415,24260.84
564,290,33012.37
532,331,29964.86
57,812,35978.85
555,900,40764.34
686,2433,46757.88
202,2401,31320.4
439,99,13627.43
104,81,40603.89
208,1995,44122.66
83,2084,48523.2
308,2320,37131.64
383,790,44950.04
194,1577,23757.63
565,36,28195.24
403,1196,35306.78
209,2415,26727.25
165,1329,21615.97
772,320,52389.77
667,795,42278.68
748,357,31486.76
752,1779,26893.25
192,595,32141.02
311,1902,40939.23
139,643,28755.24
390,1750,24426.6
726,1574,43541.39
91,171,47008.38
222,605,20089.07
416,1589,17628.36
673,1827,30688.31
119,1703,32719.32
473,2085,47429.42
315,1382,36534.34
245,648,41251.18
287,1872,40904.33
410,673,35511.72
629,532,49762.21
52,2144,27774.41
17,2451,44484.24
59,24,42659.67
107,664,33392.2
133,2081,43459.61
800,782,29022.36
350,1304,47387.73
497,2041,43553.36
624,1123,37573.56
689,1627,33977.2
664,927,43893.3
218,1468,35119.44
232,718,34237.63
494,853,44577.7
556,716,37776.19
65,2216,44346.42
115,732,26462.38
72,2133,29123.26
554,840,21335.2
538,1834,16868.89
754,1499,29750.66
99,755,42074.66
593,2064,23823.54
77,918,19732.15
213,1174,37673.26
425,2120,22815.02
404,1830,20706.82
652,70,26115.04
394,1376,35470.93
454,250,43793.63
765,1782,46325.5
729,390,24676.33
441,842,44543.75
631,1157,34276.57
140,2051,20750.04
78,1868,20097.85
529,1698,39265.05
759,1935,32728.44
219,1654,20580.66
623,1626,20426.93
756,592,23417.75
97,1726,18011.21
123,593,44194.87
273,2227,37477.02
417,995,33108.38
649,703,36724.53
335,1946,28773.17
782,1104,48655.53
258,1344,21010.27
297,1793,46408.65
142,1437,27403.21
195,1233,31112.51
682,970,16859.33
540,1967,38841.95
714,2380,43115.59
260,1748,28701.9
431,1320,47849.71
439,406,27716.09
530,266,40872.75
636,1521,19748.1
687,1090,33071.59
702,1537,42605.75
704,2299,18849.06
302,188,32125.12
612,153,21340.32
737,897,25563.78
713,26,48100.14
759,2139,30430.24
383,1300,21556.42
690,2384,36561.73
147,2235,37998.99
29,1083,48220.41
586,608,26189.49
493,860,46733.32
573,1970,18404.58
218,2086,49569.84
516,721,48767.19
228,835,27156.82
264,794,45593.27
705,815,37668.65
671,197,26048.47
83,976,43193.06
762,1443,18948.16
486,2068,15154.18
457,625,25728.81
443,2377,45116.33
684,300,35519.62
686,973,37585.13
487,286,39960.96
225,2484,18353.8
646,1814,49980.89
205,960,18355.81
47,844,28478.03
115,576,29015.62
724,75,42040.22
247,1678,34654.15
251,31,38230.55
175,1226,20446.79
66,1922,17617.43
440,491,16996.34
356,556,32000.89
376,1230,45388.73
253,1767,39331.91
246,13,43316.06
478,1983,49801.42
17,875,15475.99
150,2118,42047.77
272,1660,33459.56
34,1892,35375.72
279,599,41205.6
517,315,16985.16
260,1648,27465.05
603,2355,17638.49
377,737,48011.77
643,824,24898.43
425,1197,32258.01
581,336,21652.01
305,2359,22736.88
147,181,41698.54
527,1448,15878.35
456,690,47078.52
409,1954,24321.33
358,626,33122.35
602,1862,41927.74
754,1057,20335.52
528,905,36294.8
221,1665,31706.44
662,362,29474.99
369,1135,28058.16
2,749,46002.88
429,1741,23679.94
20,1052,47297.77
208,814,46715.22
117,2354,24052.54
149,1277,27469.5
800,1663,41139.93
485,847,22467.22
798,425,52438.95
314,312,37518.76
308,1891,24584.1
320,1676,45061.45
62,1153,45803.25
86,1695,21918.96
788,1362,44234.21
581,1474,30139.92
447,2116,22274.96
181,350,31062.24
1,2466,34956.86
306,1867,24885.04
339,1565,51397.99
422,2240,35798.95
468,859,28862.62
448,2172,23519.21
92,1453,38707.28
705,754,43470.25
158,1973,21320.1
306,1686,35367.58
235,192,35519.42
618,967,25634.59
296,1778,44087.69
798,157,36350.95
188,2042,25510.2
247,923,41700.66
640,1808,17622
382,1142,35068.61
504,1707,34224.78
290,1798,30280.91
787,83,36886.98
222,2061,17421.07
268,354,36141.42
393,653,48108.97
727,2411,39855.16
563,545,33871.71
525,2182,22528.5
435,1992,52902.69
653,1206,17495.13
556,729,28286.44
473,1500,42442.31
335,1138,33652.48
113,779,38991.85
388,1937,30946.29
430,764,31579.02
384,358,30957.58
31,1516,28581.82
409,2385,36298.28
749,1030,21172.29
347,1987,28722.45
120,1369,29914.02
83,1407,21773.93
666,2298,46698.42
355,497,23786.2
518,2485,37145.45
734,1379,28691.75
226,1999,17473.12
280,2169,28931.29
245,1957,24960.61
646,1879,25590.14
397,1301,32729.96
501,998,46438.49
158,2463,40238.3
507,2102,29638.67
51,1202,29949.43
141,2121,52526.2
548,1231,30025.89
770,1601,23937.15
596,1280,31112.18
289,691,24543.42
511,543,28930.12
256,1857,31782.16
611,1278,20009.27
637,1456,19902.42
569,1165,37151.1
715,365,19967.51
678,1693,46253.42
345,1022,17210.07
644,594,36104.72
590,439,25924.08
767,2206,33782.82
539,765,24799.99
396,1906,50364.69
550,2037,20068.7
715,1790,35499
209,2046,25683.74
139,1878,18996.43
796,2398,23973.18
508,1332,34186.49
300,1483,26516.03
13,277,18889.53
761,1673,48271.15
448,5,36815.13
55,2490,32588.81
195,1539,27260.14
800,977,43747.41
682,2044,27509.28
454,1269,23738.13
518,1335,28616.66
78,1700,17317.22
545,953,17379.65
30,811,49694.21
706,957,33551.39
511,507,18887.43
711,717,22074.67
475,1637,24989.94
744,1986,42378.5
353,2325,46042.32
617,946,46450.24
650,1966,18348.51
313,535,24841.54
550,1374,21909.34
380,369,31183.19
739,1386,47686.51
336,381,45785.93
658,596,37022.77
255,156,20435.4
122,255,38982.64
605,2426,18533.62
51,203,35154.22
467,306,45906.59
592,1044,23921.07
627,672,46618.85
372,886,52104.33
633,1180,30115.07
543,940,41528.09
313,1141,32249.52
46,1002,34372.91
504,775,28466.48
39,2431,39073.37
708,2293,32958.11
91,1487,38204.84
574,684,46673.07
53,1093,23004.1
417,195,20500.45
689,287,36027.29
56,1712,45610.07
421,1971,28840.82
50,2040,35015.89
327,841,45864.36
349,1227,35375.93
702,2407,20204.79
176,640,39134.56
112,400,27686.05
266,321,30059.4
175,1684,49341.14
769,2362,40952.92
479,132,27918.51
221,1112,28633.85
548,1024,31102.6
160,911,48512.72
581,1685,38520.88
724,2387,40985.12
510,1650,37095.41
456,2230,31554.14
166,183,29846.55
74,1580,31877.81
781,1134,43517.81
599,1183,38110.01
532,623,41235.09
385,371,19622.14
477,1854,18696.31
344,10,32079.4
165,1873,42232.09
58,1965,42170.58
451,1792,41187.07
780,2193,23406.45
702,647,30387.68
399,922,18402.55
631,1050,41337.77
303,1721,20171.84
700,1644,34612.33
105,1850,18085.33
104,198,34770.06
431,48,48414.8
345,1240,14010.51
141,1218,37454.7
268,669,36267
615,158,30759.82
767,449,30370.17
2,35,24481.33
520,637,30485.85
344,1557,46625.65
601,1397,29231.7
634,2098,52253.34
508,2151,24638.23
208,242,20344.09
275,903,42373.67
548,2180,32676.89
157,413,26794.14
793,566,36159.31
659,2007,28506.73
345,273,47213.34
515,1998,18952.21
591,432,31237.32
2,961,24186.82
247,205,44323.18
109,1166,26990.65
218,724,17041.7
226,232,40453.71
55,1096,31739.28
187,72,24211.56
228,827,41934.9
596,270,23489.63
750,1523,35784.26
183,2214,47393.98
370,140,38055.8
464,1038,42964.18
274,2477,33757.5
140,37,35535.99
439,589,35567.32
555,1804,47720.84
521,2188,38993.56
409,2108,48703
73,1182,39176.02
404,2422,40888.38
341,2349,33192.95
685,2307,25474.09
284,317,21712.77
457,836,28828.63
728,2346,40575.46
32,1984,44735.56
126,1819,26624.03
532,1251,31154.74
497,1328,38104.11
47,1934,33827.26
662,1185,45661.89
295,6,37743.96
318,1490,24822.56
684,1003,28231.98
642,1489,39564.96
89,845,32892.84
168,2162,46603.41
132,935,50328.2
689,1403,43069.84
745,349,24650.87
341,1087,31734.74
684,823,22449.72
24,1392,42527.3
203,713,34449.84
417,1111,29743.21
606,1262,20065.69
615,1802,29353.54
112,1076,49436.56
704,1436,25122.25
37,1674,25037.07
654,929,32803.43
612,2072,16791.08
235,1524,32130.91
49,641,39106.22
618,2187,39946.2
625,1871,33326.42
210,1592,29571.34
726,1190,21450.6
699,1784,19679.54
796,1147,21425.07
419,314,37641.6
738,443,14268.86
435,2499,23395.97
305,1950,26168.97
734,1621,22517.95
785,584,49850.1
197,1515,48394.79
564,2368,22685.43
461,1715,47304.22
325,898,44057.91
124,359,39992.12
733,2071,26633.38
264,2063,17961.27
692,2481,28743.38
241,1291,42335.93
478,2112,47419.29
642,2337,27550.34
566,2286,43904.47
781,2292,40869.46
142,2080,45889.98
452,1614,19106.52
137,453,37277.51
73,423,36258.8
639,1560,37503.87
600,239,43259.84
217,1343,48225.31
224,438,43508.91
131,1460,48032.02
22,2091,17876.5
45,186,43635.61
625,2156,34655.57
798,1528,21099.64
559,1768,19426.43
62,222,36187.27
758,2150,17214.56
61,303,46340.68
719,402,47341.53
45,272,21538.93
112,1265,32326.93
761,1571,36621.73
390,912,35812.62
432,1543,42766
307,708,21450.05
706,496,18159.34
350,727,24430.83
691,885,34464.93
429,1215,43158.87
164,2375,33386.82
391,1336,49726
238,1504,41778.87
121,2137,30741.06
220,1347,32828.7
731,2352,42058.35
86,1885,21116.26
209,107,46227.66
507,909,41427.11
364,1956,19540.44
525,583,21829.3
404,1554,44353.61
330,1378,43119.16
476,1996,21988.5
89,2262,31835.09
1,857,24939.4
544,487,31276.17
37,32,31009.07
409,913,37847.39
146,1082,20708.87
403,262,38693.15
173,1175,38165.08
436,1151,35603.21
610,930,18205.42
449,854,29815.68
757,1670,32638.09
221,861,31643.08
18,2154,47357.95
781,551,40169.08
415,1975,43584.35
223,2421,22966.33
12,867,18441.09
696,150,35760.6
573,1250,51465.35
408,1832,35837.58
129,352,51185.71
349,1081,20748.64
417,792,30447.81
53,1364,42094.53
295,1845,22854.43
574,1314,29068.97
709,895,25500.72
230,1855,34089.94
573,1564,35555.95
417,1054,30409.17
535,671,53296.38
110,639,51203.52
517,730,22298.08
17,699,47395.38
91,1282,40177.15
724,221,46554.98
601,201,16994.15
2,1337,20649.11
9,2476,21080.92
112,579,47069.79
758,863,20543.89
189,480,20357.57
235,1201,21553.57
381,472,41496.95
219,1525,46750.23
302,1903,47906.46
726,1433,33067.01
37,1691,39990.78
61,2130,42724.74
590,288,25237.38
376,297,38813.79
582,1113,39694.46
732,2004,39709.73
354,819,50563.71
514,1431,19611.14
600,1787,37310.46
550,1717,46629.08
486,2127,29974.96
272,1438,38253.24
268,1178,34129.17
270,2470,24035.18
147,952,46498.56
708,2408,35912.8
693,986,26539.64
337,1,47698.28
567,1683,43006.68
298,1290,47452.8
2,2129,31408.55
198,739,44466.32
154,1818,40984.72
277,1458,30538.66
738,225,17775.85
510,475,40288.32
62,2123,40923.86
389,612,27924.17
720,1997,34965.1
184,833,19392.47
448,1604,37069.98
470,2404,51901.3
32,969,23429.96
704,2452,19650.67
356,39,45465.43
722,2241,32362.8
74,452,19504.25
337,2047,19134.86
238,389,18566.84
137,125,39107.73
520,2194,15738.1
3,709,18965.59
632,91,23097.16
231,180,47054.51
419,1856,19248.71
666,281,50764.98
631,609,43574.38
502,110,22668.91
578,162,41406.38
243,1351,28309.6
407,1047,28034.96
621,217,40273.61
619,728,29162.52
189,2076,38590.71
455,2295,18945.41
651,1009,19538.73
697,41,27797.59
540,1260,24361.5
137,2358,19038.65
390,241,23392.73
64,531,44813.89
48,1852,33745.57
309,2343,24273.28
189,1753,38669.3
291,1942,41231.41
500,228,23878.32
620,1089,24389.76
522,383,25906.34
396,2232,40280.84
223,1894,42760.59
438,868,20307.21
93,1309,27945.25
468,311,23162.66
196,2001,23065.93
284,689,29548.98
738,619,32064.24
368,1321,29584.78
612,2100,25395.67
796,1100,23711.86
570,1341,34809.62
643,1511,45505.85
27,865,43104.72
466,2442,33469.77
69,2122,31314.17
207,1058,18703.12
656,1705,40739.57
497,247,34363.18
137,1620,46354.19
620,1701,29601.22
326,108,23557.09
796,924,47386.86
717,117,37190.02
425,1390,50781.72
552,1118,41685.3
357,2460,31103.43
723,167,48412.97
761,1110,16879.15
454,1507,23517.09
141,2480,32801.11
594,871,33034.9
644,541,33931.5
480,76,23395
312,971,43494.26
476,1617,22428.7
582,1533,49037.87
214,645,21203.95
411,1067,22632.09
600,1624,35070.53
323,735,37870.48
217,2350,27252.56
64,1373,22765.19
282,1429,32350.84
183,2335,18449.18
54,1647,19875.63
536,1306,28609.04
173,130,41598.79
672,2336,39760.61
213,1925,36627.38
397,1641,39252.85
288,1883,45437.9
347,846,42258.97
496,1198,28321.45
266,1890,28137.64
186,440,44471.89
698,617,36400.37
783,2280,36513.79
219,2265,36620.49
217,2277,34052.51
248,1094,15895.67
149,514,17787.1
384,2163,31024.22
402,1186,36267.1
385,2128,28756.66
592,409,25072.55
702,2330,44357.41
587,1953,49402.58
36,229,25085.05
394,2366,41170.76
355,2,24370.77
62,1606,25996.1
141,2229,39587.44
154,488,25762.26
567,1478,32728.81
591,554,22223.21
372,2213,41736.02
529,1353,29931.35
770,71,38780.31
97,988,32112.99
507,1816,30933.89
609,1530,29790.24
17,1631,53529.13
520,356,48577.05
247,2342,40354.22
21,151,46696.04
553,2412,36015.41
131,1749,31896.91
675,2204,17115.33
148,11,19559
91,1475,46759.8
716,1060,34411.84
499,236,53196.7
132,1077,33311.93
488,620,48311.78
159,208,24546.94
665,1682,50043.54
690,444,19054.34
265,908,26911.88
694,877,50510.93
611,1570,18238.67
271,975,34063.52
513,2450,25439.8
375,2143,14272.09
659,1603,34741.17
96,1751,34631.07
589,477,24570.07
190,63,34858.23
789,582,49424.4
169,1880,37574.6
762,2075,21555.71
741,1319,26629.45
480,434,29333.32
745,193,34827.8
192,20,42475.66
679,1738,46612.78
186,135,50254.11
525,1704,48194.73
530,2496,32135.37
341,212,42618.96
479,1657,24387.57
125,2357,25107.16
406,1181,47393.77
538,1586,34300.83
398,1317,45580.4
723,879,45114.16
343,215,40270.52
702,1268,43807.17
117,2166,34499.79
134,2427,19474.43
489,42,17637.2
673,2268,43202.25
490,398,25812.91
795,1212,18581.6
703,2050,21641.69
339,329,51641.92
199,2015,23366.96
750,557,29404.08
628,2282,32202.09
496,1263,38530.06
438,981,29744.03
249,245,30436.55
101,1428,45030.39
376,1279,21863.78
74,1821,26978.75
486,455,33671.74
539,325,13907.57
422,1172,27953.22
38,799,22434.1
540,904,42315.02
470,323,38338.4
751,148,48099.16
666,707,20707.4
335,817,23470.92
46,214,24788.21
278,2461,40981.07
711,1098,18420.48
291,1669,33379.92
715,1572,23484.83
544,692,29355.8
215,1273,32625.3
204,2173,26986.33
115,806,30003.87
353,611,21112.15
92,483,25265.48
252,437,38731.22
706,1815,44871.35
25,1904,34604.19
573,1308,25554.42
233,1766,45155.15
575,759,30055.3
407,522,37331.08
358,1179,42226.21
604,2332,51575.42
633,2148,20330.83
215,178,27005.3
270,1492,21568.35
391,2453,20722.91
46,1556,30613.53
49,797,44675.22
236,1714,39139.64
620,1084,36118.38
311,1874,50295.55
190,561,18504.41
586,1732,50129.71
596,2031,31979.78
167,2424,21357.55
470,1092,24401.89
654,1424,25005.57
646,177,41709.1
118,1828,36494.22
61,1920,21458.82
648,1121,24625.91
330,783,37695.72
285,1824,21864.97
301,1909,23765.29
775,683,24936.47
7,351,24231.9
461,2305,25953.72
326,1452,45455.5
193,1785,20378.93
415,1221,38650.04
407,1933,29601.01
209,712,31528.02
170,1681,42988.35
719,2251,36404.93
289,2430,23897.36
27,983,40828.02
413,1562,50073.83
102,702,29496.38
189,2495,44042.9
7,1232,48810.27
695,2106,29867.93
387,1823,24552.07
82,1170,21898.87
53,408,39962.77
38,109,36223.79
798,2441,22298.89
775,1801,31893.66
36,226,22894.75
567,1305,26678.42
769,237,35858.55
478,1441,41876.49
156,2406,45947.56
140,103,24955.76
266,2285,37919.18
777,96,21007.13
720,393,27318.51
609,1334,22484.6
257,573,20091.37
598,668,39155.2
186,2208,42426.74
621,618,22953.81
435,1806,32558.03
626,2032,37358.49
459,82,20670.18
22,2316,46947.75
618,931,32374.76
246,1045,42593.35
394,1114,44053.26
218,1032,39857.41
621,1299,37548.08
618,1006,40324.87
148,1018,44358.2
169,511,46680.38
704,231,42740.99
6,2372,41840.44
127,1442,38750.1
105,1503,39056.17
199,2328,19690.94
227,1585,22714.24
605,2034,50963.77
431,1074,44954.79
44,800,21318.98
411,1629,29951.97
196,688,27290.85
507,1747,28509.51
445,1454,18479.16
335,538,40280.7
242,58,30520.08
618,655,18919.79
222,1847,25044.36
570,139,28537.47
195,498,51675
122,2103,38541.72
583,284,41581.51
455,378,41530.09
682,1219,26392.02
510,568,45399.97
228,1993,27436.64
499,546,27113.62
18,1021,32570.07
775,57,35406.51
342,1628,18160.05
668,1065,22709.25
200,513,48757.79
754,1870,30742.59
551,1449,35997.45
238,1318,43456.51
440,1070,34612.75
315,1884,25097.27
353,328,44647.01
196,69,35362.74
118,1752,41601.86
618,787,25103.75
220,808,39271.57
421,1056,45496.29
665,2225,24103.88
388,1519,39817.09
83,319,45255.35
50,1928,39749.05
277,1241,31421.89
421,34,42490.34
233,1605,46655.55
370,1387,33470.63
41,758,25658.49
95,678,34364.19
219,1405,32951.92
292,95,24928.5
403,1978,20772.63
154,2065,22182.07
312,1859,50467.63
496,2239,27716.9
39,4,45975.76
686,101,52366.99
3,2092,46184.12
311,1930,21334.71
14,1968,34674.78
644,2418,41643.08
474,1608,34901.11
399,1204,20574.75
515,1167,32260.59
84,979,45770.17
326,1895,26044.08
500,17,28237.87
706,789,38447.25
642,1160,31038.65
84,964,44794.3
417,2105,31233.88
280,66,40168.97
415,2321,43257.67
227,489,27380.92
39,1550,22568.97
139,79,36961.78
252,2276,21439.81
439,1927,27032.96
476,494,22451.69
460,529,37414.68
378,1220,28017.97
672,2482,35565.55
586,1259,34015.75
471,598,35759.41
118,996,21957.58
605,1716,25122.87
446,503,25937.05
427,843,25722.86
605,1426,38357.77
659,2425,23729.95
604,412,51175.29
379,2043,49394.55
297,2073,26706.92
354,1962,20213.04
51,1085,47435.23
261,502,31060.33
335,1412,28506.27
84,1217,28112.76
289,1046,36809.3
742,1223,32429.69
778,1323,35807.84
593,602,25525.6
494,14,26589.11
22,1509,31156.74
91,238,26323.68
678,2494,30455.6
788,1399,18276.01
403,2212,35222.67
556,2258,43798.08
494,340,23283.97
412,2183,42216.75
716,1035,46402.41
354,1171,39226.84
209,1846,21911.15
16,1915,29016.83
551,563,31925.8
787,2228,23400.11
309,826,20895.7
560,893,19501.76
520,2271,40587.3
546,2382,28653.73
130,116,41347.61
32,2024,50976.5
253,851,34968.26
393,2290,36374.1
720,1346,43101.67
267,430,42698.68
154,1208,25288.58
586,2252,34920.25
277,265,26289.38
328,889,24457.43
734,1969,26154.72
292,1544,36223.39
639,1578,33558.44
558,448,29255.47
294,710,18339.84
322,1389,38571.9
300,521,27006.64
729,1069,31329.84
426,1416,33290.17
236,748,53741.29
89,925,34064.07
79,1061,42494.66
249,113,49325.98
99,2447,22256.32
145,1642,25479.75
159,2467,27922.37
261,1184,21199.54
34,1289,44599.44
535,520,38241.21
179,1257,46838.32
330,404,32709.34
507,1143,30978.19
557,339,20463.91
407,1977,46480.49
541,1410,19346.49
418,945,46092.96
299,233,39419.11
378,1017,41259.07
224,460,41432.23
613,1865,36958.73
390,1195,18971.9
783,199,19057.58
279,1639,42861.62
2,527,42497.58
57,770,35282.02
518,2478,46390.24
393,674,22963.14
325,1697,29117.77
547,1786,40009.96
381,476,35028.17
650,2381,30062.85
203,2237,42997.13
674,1417,43825.27
206,614,40647.8
14,820,24646.78
793,1743,30289.87
20,2030,27918.67
684,433,45834.06
360,682,43960.88
458,523,19845.37
773,163,39143.76
736,307,28496.29
760,1059,24647.13
628,129,41262.04
97,585,19090.47
577,1189,42050.95
793,267,22209.85
